prefix;opcode;opcode bytes;operand bytes;undocumented;fetch more opcode bytes;switch to table;mnemonic;instruction;param variant;param 1;param 2;param 3;duplicate
0xCB;0x91;2;0;0;0;;RES 2,C;92;0;2;C;;
0xCB;0x92;2;0;0;0;;RES 2,D;92;0;2;D;;
0xCB;0x93;2;0;0;0;;RES 2,E;92;0;2;E;;
0xCB;0x94;2;0;0;0;;RES 2,H;92;0;2;H;;
0xCB;0x95;2;0;0;0;;RES 2,L;92;0;2;L;;
0xCB;0x96;2;0;0;0;;RES 2,(HL);93;0;2;(HL);;
0xCB;0x97;2;0;0;0;;RES 2,A;92;0;2;A;;
0xCB;0x98;2;0;0;0;;RES 3,B;92;0;3;B;;
0xCB;0x99;2;0;0;0;;RES 3,C;92;0;3;C;;
0xCB;0x9A;2;0;0;0;;RES 3,D;92;0;3;D;;
0xCB;0x9B;2;0;0;0;;RES 3,E;92;0;3;E;;
0xCB;0x9C;2;0;0;0;;RES 3,H;92;0;3;H;;
0xCB;0x9D;2;0;0;0;;RES 3,L;92;0;3;L;;
0xCB;0x9E;2;0;0;0;;RES 3,(HL);93;0;3;(HL);;
0xCB;0x9F;2;0;0;0;;RES 3,A;92;0;3;A;;
0xCB;0xA0;2;0;0;0;;RES 4,B;92;0;4;B;;
0xCB;0xA1;2;0;0;0;;RES 4,C;92;0;4;C;;
0xCB;0xA2;2;0;0;0;;RES 4,D;92;0;4;D;;
0xCB;0xA3;2;0;0;0;;RES 4,E;92;0;4;E;;
0xCB;0xA4;2;0;0;0;;RES 4,H;92;0;4;H;;
0xCB;0xA5;2;0;0;0;;RES 4,L;92;0;4;L;;
0xCB;0xA6;2;0;0;0;;RES 4,(HL);93;0;4;(HL);;
0xCB;0xA7;2;0;0;0;;RES 4,A;92;0;4;A;;
0xCB;0xA8;2;0;0;0;;RES 5,B;92;0;5;B;;
0xCB;0xA9;2;0;0;0;;RES 5,C;92;0;5;C;;
0xCB;0xAA;2;0;0;0;;RES 5,D;92;0;5;D;;
0xCB;0xAB;2;0;0;0;;RES 5,E;92;0;5;E;;
0xCB;0xAC;2;0;0;0;;RES 5,H;92;0;5;H;;
0xCB;0xAD;2;0;0;0;;RES 5,L;92;0;5;L;;
0xCB;0xAE;2;0;0;0;;RES 5,(HL);93;0;5;(HL);;
0xCB;0xAF;2;0;0;0;;RES 5,A;92;0;5;A;;
0xCB;0xB0;2;0;0;0;;RES 6,B;92;0;6;B;;
0xCB;0xB1;2;0;0;0;;RES 6,C;92;0;6;C;;
0xCB;0xB2;2;0;0;0;;RES 6,D;92;0;6;D;;
0xCB;0xB3;2;0;0;0;;RES 6,E;92;0;6;E;;
0xCB;0xB4;2;0;0;0;;RES 6,H;92;0;6;H;;
0xCB;0xB5;2;0;0;0;;RES 6,L;92;0;6;L;;
0xCB;0xB6;2;0;0;0;;RES 6,(HL);93;0;6;(HL);;
0xCB;0xB7;2;0;0;0;;RES 6,A;92;0;6;A;;
0xCB;0xB8;2;0;0;0;;RES 7,B;92;0;7;B;;
0xCB;0xB9;2;0;0;0;;RES 7,C;92;0;7;C;;
0xCB;0xBA;2;0;0;0;;RES 7,D;92;0;7;D;;
0xCB;0xBB;2;0;0;0;;RES 7,E;92;0;7;E;;
0xCB;0xBC;2;0;0;0;;RES 7,H;92;0;7;H;;
0xCB;0xBD;2;0;0;0;;RES 7,L;92;0;7;L;;
0xCB;0xBE;2;0;0;0;;RES 7,(HL);93;0;7;(HL);;
0xCB;0xBF;2;0;0;0;;RES 7,A;92;0;7;A;;
0xCB;0xC0;2;0;0;0;;SET 0,B;129;0;0;B;;
0xCB;0xC1;2;0;0;0;;SET 0,C;129;0;0;C;;
0xCB;0xC2;2;0;0;0;;SET 0,D;129;0;0;D;;
0xCB;0xC3;2;0;0;0;;SET 0,E;129;0;0;E;;
0xCB;0xC4;2;0;0;0;;SET 0,H;129;0;0;H;;
0xCB;0xC5;2;0;0;0;;SET 0,L;129;0;0;L;;
0xCB;0xC6;2;0;0;0;;SET 0,(HL);130;0;0;(HL);;
0xCB;0xC7;2;0;0;0;;SET 0,A;129;0;0;A;;
0xCB;0xC8;2;0;0;0;;SET 1,B;129;0;1;B;;
0xCB;0xC9;2;0;0;0;;SET 1,C;129;0;1;C;;
0xCB;0xCA;2;0;0;0;;SET 1,D;129;0;1;D;;
0xCB;0xCB;2;0;0;0;;SET 1,E;129;0;1;E;;
0xCB;0xCC;2;0;0;0;;SET 1,H;129;0;1;H;;
0xCB;0xCD;2;0;0;0;;SET 1,L;129;0;1;L;;
0xCB;0xCE;2;0;0;0;;SET 1,(HL);130;0;1;(HL);;
0xCB;0xCF;2;0;0;0;;SET 1,A;129;0;1;A;;
0xCB;0xD0;2;0;0;0;;SET 2,B;129;0;2;B;;
0xCB;0xD1;2;0;0;0;;SET 2,C;129;0;2;C;;
0xCB;0xD2;2;0;0;0;;SET 2,D;129;0;2;D;;
0xCB;0xD3;2;0;0;0;;SET 2,E;129;0;2;E;;
0xCB;0xD4;2;0;0;0;;SET 2,H;129;0;2;H;;
0xCB;0xD5;2;0;0;0;;SET 2,L;129;0;2;L;;
0xCB;0xD6;2;0;0;0;;SET 2,(HL);130;0;2;(HL);;
0xCB;0xD7;2;0;0;0;;SET 2,A;129;0;2;A;;
0xCB;0xD8;2;0;0;0;;SET 3,B;129;0;3;B;;
0xCB;0xD9;2;0;0;0;;SET 3,C;129;0;3;C;;
0xCB;0xDA;2;0;0;0;;SET 3,D;129;0;3;D;;
0xCB;0xDB;2;0;0;0;;SET 3,E;129;0;3;E;;
0xCB;0xDC;2;0;0;0;;SET 3,H;129;0;3;H;;
0xCB;0xDD;2;0;0;0;;SET 3,L;129;0;3;L;;
0xCB;0xDE;2;0;0;0;;SET 3,(HL);130;0;3;(HL);;
0xCB;0xDF;2;0;0;0;;SET 3,A;129;0;3;A;;
0xCB;0xE0;2;0;0;0;;SET 4,B;129;0;4;B;;
0xCB;0xE1;2;0;0;0;;SET 4,C;129;0;4;C;;
0xCB;0xE2;2;0;0;0;;SET 4,D;129;0;4;D;;
0xCB;0xE3;2;0;0;0;;SET 4,E;129;0;4;E;;
0xCB;0xE4;2;0;0;0;;SET 4,H;129;0;4;H;;
0xCB;0xE5;2;0;0;0;;SET 4,L;129;0;4;L;;
0xCB;0xE6;2;0;0;0;;SET 4,(HL);130;0;4;(HL);;
0xCB;0xE7;2;0;0;0;;SET 4,A;129;0;4;A;;
0xCB;0xE8;2;0;0;0;;SET 5,B;129;0;5;B;;
0xCB;0xE9;2;0;0;0;;SET 5,C;129;0;5;C;;
0xCB;0xEA;2;0;0;0;;SET 5,D;129;0;5;D;;
0xCB;0xEB;2;0;0;0;;SET 5,E;129;0;5;E;;
0xCB;0xEC;2;0;0;0;;SET 5,H;129;0;5;H;;
0xCB;0xED;2;0;0;0;;SET 5,L;129;0;5;L;;
0xCB;0xEE;2;0;0;0;;SET 5,(HL);130;0;5;(HL);;
0xCB;0xEF;2;0;0;0;;SET 5,A;129;0;5;A;;
0xCB;0xF0;2;0;0;0;;SET 6,B;129;0;6;B;;
0xCB;0xF1;2;0;0;0;;SET 6,C;129;0;6;C;;
0xCB;0xF2;2;0;0;0;;SET 6,D;129;0;6;D;;
0xCB;0xF3;2;0;0;0;;SET 6,E;129;0;6;E;;
0xCB;0xF4;2;0;0;0;;SET 6,H;129;0;6;H;;
0xCB;0xF5;2;0;0;0;;SET 6,L;129;0;6;L;;
0xCB;0xF6;2;0;0;0;;SET 6,(HL);130;0;6;(HL);;
0xCB;0xF7;2;0;0;0;;SET 6,A;129;0;6;A;;
0xCB;0xF8;2;0;0;0;;SET 7,B;129;0;7;B;;
0xCB;0xF9;2;0;0;0;;SET 7,C;129;0;7;C;;
0xCB;0xFA;2;0;0;0;;SET 7,D;129;0;7;D;;
0xCB;0xFB;2;0;0;0;;SET 7,E;129;0;7;E;;
0xCB;0xFC;2;0;0;0;;SET 7,H;129;0;7;H;;
0xCB;0xFD;2;0;0;0;;SET 7,L;129;0;7;L;;
0xCB;0xFE;2;0;0;0;;SET 7,(HL);130;0;7;(HL);;
0xCB;0xFF;2;0;0;0;;SET 7,A;129;0;7;A;;
