prefix;opcode;opcode bytes;operand bytes;undocumented;fetch more opcode bytes;switch to table;mnemonic;instruction;param variant;param 1;param 2;param 3;duplicate
;0x47;1;0;0;0;;LD B,A;60;0;B;A;;
;0x48;1;0;0;0;;LD C,B;60;0;C;B;;
;0x49;1;0;0;0;;LD C,C;60;0;C;C;;
;0x4A;1;0;0;0;;LD C,D;60;0;C;D;;
;0x4B;1;0;0;0;;LD C,E;60;0;C;E;;
;0x4C;1;0;0;0;;LD C,H;60;0;C;H;;
;0x4D;1;0;0;0;;LD C,L;60;0;C;L;;
;0x4E;1;0;0;0;;LD C,(HL);62;0;C;(HL);;
;0x4F;1;0;0;0;;LD C,A;60;0;C;A;;
;0x50;1;0;0;0;;LD D,B;60;0;D;B;;
;0x51;1;0;0;0;;LD D,C;60;0;D;C;;
;0x52;1;0;0;0;;LD D,D;60;0;D;D;;
;0x53;1;0;0;0;;LD D,E;60;0;D;E;;
;0x54;1;0;0;0;;LD D,H;60;0;D;H;;
;0x55;1;0;0;0;;LD D,L;60;0;D;L;;
;0x56;1;0;0;0;;LD D,(HL);62;0;D;(HL);;
;0x57;1;0;0;0;;LD D,A;60;0;D;A;;
;0x58;1;0;0;0;;LD E,B;60;0;E;B;;
;0x59;1;0;0;0;;LD E,C;60;0;E;C;;
;0x5A;1;0;0;0;;LD E,D;60;0;E;D;;
;0x5B;1;0;0;0;;LD E,E;60;0;E;E;;
;0x5C;1;0;0;0;;LD E,H;60;0;E;H;;
;0x5D;1;0;0;0;;LD E,L;60;0;E;L;;
;0x5E;1;0;0;0;;LD E,(HL);62;0;E;(HL);;
;0x5F;1;0;0;0;;LD E,A;60;0;E;A;;
;0x60;1;0;0;0;;LD H,B;60;0;H;B;;
;0x61;1;0;0;0;;LD H,C;60;0;H;C;;
;0x62;1;0;0;0;;LD H,D;60;0;H;D;;
;0x63;1;0;0;0;;LD H,E;60;0;H;E;;
;0x64;1;0;0;0;;LD H,H;60;0;H;H;;
;0x65;1;0;0;0;;LD H,L;60;0;H;L;;
;0x66;1;0;0;0;;LD H,(HL);62;0;H;(HL);;
;0x67;1;0;0;0;;LD H,A;60;0;H;A;;
;0x68;1;0;0;0;;LD L,B;60;0;L;B;;
;0x69;1;0;0;0;;LD L,C;60;0;L;C;;
;0x6A;1;0;0;0;;LD L,D;60;0;L;D;;
;0x6B;1;0;0;0;;LD L,E;60;0;L;E;;
;0x6C;1;0;0;0;;LD L,H;60;0;L;H;;
;0x6D;1;0;0;0;;LD L,L;60;0;L;L;;
;0x6E;1;0;0;0;;LD L,(HL);62;0;L;(HL);;
;0x6F;1;0;0;0;;LD L,A;60;0;L;A;;
;0x70;1;0;0;0;;LD (HL),B;70;0;(HL);B;;
;0x71;1;0;0;0;;LD (HL),C;70;0;(HL);C;;
;0x72;1;0;0;0;;LD (HL),D;70;0;(HL);D;;
;0x73;1;0;0;0;;LD (HL),E;70;0;(HL);E;;
;0x74;1;0;0;0;;LD (HL),H;70;0;(HL);H;;
;0x75;1;0;0;0;;LD (HL),L;70;0;(HL);L;;
;0x76;1;0;0;0;;HALT;41;0;;;;
;0x77;1;0;0;0;;LD (HL),A;70;0;(HL);A;;
;0x78;1;0;0;0;;LD A,B;60;0;A;B;;
;0x79;1;0;0;0;;LD A,C;60;0;A;C;;
;0x7A;1;0;0;0;;LD A,D;60;0;A;D;;
;0x7B;1;0;0;0;;LD A,E;60;0;A;E;;
;0x7C;1;0;0;0;;LD A,H;60;0;A;H;;
;0x7D;1;0;0;0;;LD A,L;60;0;A;L;;
;0x7E;1;0;0;0;;LD A,(HL);62;0;A;(HL);;
;0x7F;1;0;0;0;;LD A,A;60;0;A;A;;
;0x80;1;0;0;0;;ADD A,B;7;0;A;B;;
;0x81;1;0;0;0;;ADD A,C;7;0;A;C;;
;0x82;1;0;0;0;;ADD A,D;7;0;A;D;;
;0x83;1;0;0;0;;ADD A,E;7;0;A;E;;
;0x84;1;0;0;0;;ADD A,H;7;0;A;H;;
;0x85;1;0;0;0;;ADD A,L;7;0;A;L;;
;0x86;1;0;0;0;;ADD A,(HL);8;0;A;(HL);;
;0x87;1;0;0;0;;ADD A,A;7;0;A;A;;
;0x88;1;0;0;0;;ADC A,B;2;0;A;B;;
;0x89;1;0;0;0;;ADC A,C;2;0;A;C;;
;0x8A;1;0;0;0;;ADC A,D;2;0;A;D;;
;0x8B;1;0;0;0;;ADC A,E;2;0;A;E;;
;0x8C;1;0;0;0;;ADC A,H;2;0;A;H;;
;0x8D;1;0;0;0;;ADC A,L;2;0;A;L;;
;0x8E;1;0;0;0;;ADC A,(HL);3;0;A;(HL);;
;0x8F;1;0;0;0;;ADC A,A;2;0;A;A;;
;0x90;1;0;0;0;;SUB B;150;0;B;;;
;0x91;1;0;0;0;;SUB C;150;0;C;;;
;0x92;1;0;0;0;;SUB D;150;0;D;;;
;0x93;1;0;0;0;;SUB E;150;0;E;;;
;0x94;1;0;0;0;;SUB H;150;0;H;;;
;0x95;1;0;0;0;;SUB L;150;0;L;;;
;0x96;1;0;0;0;;SUB (HL);151;0;(HL);;;
;0x97;1;0;0;0;;SUB A;150;0;A;;;
;0x98;1;0;0;0;;SBC A,B;124;0;A;B;;
;0x99;1;0;0;0;;SBC A,C;124;0;A;C;;
;0x9A;1;0;0;0;;SBC A,D;124;0;A;D;;
;0x9B;1;0;0;0;;SBC A,E;124;0;A;E;;
;0x9C;1;0;0;0;;SBC A,H;124;0;A;H;;
;0x9D;1;0;0;0;;SBC A,L;124;0;A;L;;
;0x9E;1;0;0;0;;SBC A,(HL);125;0;A;(HL);;
;0x9F;1;0;0;0;;SBC A,A;124;0;A;A;;
;0xA0;1;0;0;0;;AND B;12;0;B;;;
;0xA1;1;0;0;0;;AND C;12;0;C;;;
;0xA2;1;0;0;0;;AND D;12;0;D;;;
;0xA3;1;0;0;0;;AND E;12;0;E;;;
;0xA4;1;0;0;0;;AND H;12;0;H;;;
;0xA5;1;0;0;0;;AND L;12;0;L;;;
;0xA6;1;0;0;0;;AND (HL);13;0;(HL);;;
;0xA7;1;0;0;0;;AND A;12;0;A;;;
;0xA8;1;0;0;0;;XOR B;154;0;B;;;
;0xA9;1;0;0;0;;XOR C;154;0;C;;;
;0xAA;1;0;0;0;;XOR D;154;0;D;;;
;0xAB;1;0;0;0;;XOR E;154;0;E;;;
;0xAC;1;0;0;0;;XOR H;154;0;H;;;
;0xAD;1;0;0;0;;XOR L;154;0;L;;;
;0xAE;1;0;0;0;;XOR (HL);155;0;(HL);;;
;0xAF;1;0;0;0;;XOR A;154;0;A;;;
;0xB0;1;0;0;0;;OR B;80;0;B;;;
;0xB1;1;0;0;0;;OR C;80;0;C;;;
;0xB2;1;0;0;0;;OR D;80;0;D;;;
;0xB3;1;0;0;0;;OR E;80;0;E;;;
;0xB4;1;0;0;0;;OR H;80;0;H;;;
;0xB5;1;0;0;0;;OR L;80;0;L;;;
;0xB6;1;0;0;0;;OR (HL);81;0;(HL);;;
;0xB7;1;0;0;0;;OR A;80;0;A;;;
;0xB8;1;0;0;0;;CP B;22;0;B;;;
;0xB9;1;0;0;0;;CP C;22;0;C;;;
;0xBA;1;0;0;0;;CP D;22;0;D;;;
;0xBB;1;0;0;0;;CP E;22;0;E;;;
;0xBC;1;0;0;0;;CP H;22;0;H;;;
;0xBD;1;0;0;0;;CP L;22;0;L;;;
;0xBE;1;0;0;0;;CP (HL);23;0;(HL);;;
;0xBF;1;0;0;0;;CP A;22;0;A;;;
;0xC0;1;0;0;0;;RET NZ;97;0;NZ;;;
;0xC1;1;0;0;0;;POP BC;90;0;BC;;;
;0xC2;1;2;0;0;;JP NZ,nn;56;0;NZ;nn;;
;0xC3;1;2;0;0;;JP nn;54;0;nn;;;
;0xC4;1;2;0;0;;CALL NZ,nn;19;0;NZ;nn;;
;0xC5;1;0;0;0;;PUSH BC;91;0;BC;;;
;0xC6;1;1;0;0;;ADD A,n;6;0;A;n;;
;0xC7;1;0;0;0;;RST 0H;122;0;0H;;;
;0xC8;1;0;0;0;;RET Z;97;0;Z;;;
;0xC9;1;0;0;0;;RET;96;0;;;;
;0xCA;1;2;0;0;;JP Z,nn;56;0;Z;nn;;
;0xCB;2;;;1;1;;;;;;;
;0xCC;1;2;0;0;;CALL Z,nn;19;0;Z;nn;;
;0xCD;1;2;0;0;;CALL nn;18;0;nn;;;
;0xCE;1;1;0;0;;ADC A,n;1;0;A;n;;
;0xCF;1;0;0;0;;RST 8H;122;0;8H;;;
;0xD0;1;0;0;0;;RET NC;97;0;NC;;;
;0xD1;1;0;0;0;;POP DE;90;0;DE;;;
;0xD2;1;2;0;0;;JP NC,nn;56;0;NC;nn;;
;0xD3;1;1;0;0;;OUT (n),A;85;0;(n);A;;
;0xD4;1;2;0;0;;CALL NC,nn;19;0;NC;nn;;
;0xD5;1;0;0;0;;PUSH DE;91;0;DE;;;
;0xD6;1;1;0;0;;SUB n;149;0;n;;;
;0xD7;1;0;0;0;;RST 10H;122;0;10H;;;
;0xD8;1;0;0;0;;RET C;97;0;C;;;
;0xD9;1;0;0;0;;EXX;40;0;;;;
;0xDA;1;2;0;0;;JP C,nn;56;0;C;nn;;
;0xDB;1;1;0;0;;IN A,(n);43;0;A;(n);;
;0xDC;1;2;0;0;;CALL C,nn;19;0;C;nn;;
;0xDD;;;;1;2;;;;;;;
;0xDE;1;1;0;0;;SBC A,n;123;0;A;n;;
;0xDF;1;0;0;0;;RST 18H;122;0;18H;;;
;0xE0;1;0;0;0;;RET PO;97;0;PO;;;
;0xE1;1;0;0;0;;POP HL;90;0;HL;;;
;0xE2;1;2;0;0;;JP PO,nn;56;0;PO;nn;;
;0xE3;1;0;0;0;;EX (SP),HL;39;0;(SP);HL;;
;0xE4;1;2;0;0;;CALL PO,nn;19;0;PO;nn;;
;0xE5;1;0;0;0;;PUSH HL;91;0;HL;;;
;0xE6;1;1;0;0;;AND n;11;0;n;;;
;0xE7;1;0;0;0;;RST 20H;122;0;20H;;;
;0xE8;1;0;0;0;;RET PE;97;0;PE;;;
;0xE9;1;0;0;0;;JP (HL);55;0;(HL);;;
;0xEA;1;2;0;0;;JP PE,nn;56;0;PE;nn;;
;0xEB;1;0;0;0;;EX DE,HL;38;1;DE;HL;;
;0xEC;1;2;0;0;;CALL PE,nn;19;0;PE;nn;;
;0xED;2;;;1;3;;;;;;;
;0xEE;1;1;0;0;;XOR n;153;0;n;;;
;0xEF;1;0;0;0;;RST 28H;122;0;28H;;;
;0xF0;1;0;0;0;;RET P;97;0;P;;;
;0xF1;1;0;0;0;;POP AF;90;0;AF;;;
;0xF2;1;2;0;0;;JP P,nn;56;0;P;nn;;
;0xF3;1;0;0;0;;DI;35;0;;;;
;0xF4;1;2;0;0;;CALL P,nn;19;0;P;nn;;
;0xF5;1;0;0;0;;PUSH AF;91;0;AF;;;
;0xF6;1;1;0;0;;OR n;79;0;n;;;
;0xF7;1;0;0;0;;RST 30H;122;0;30H;;;
;0xF8;1;0;0;0;;RET M;97;0;M;;;
;0xF9;1;0;0;0;;LD SP,HL;65;0;SP;HL;;
;0xFA;1;2;0;0;;JP M,nn;56;0;M;nn;;
;0xFB;1;0;0;0;;EI;37;0;;;;
;0xFC;1;2;0;0;;CALL M,nn;19;0;M;nn;;
;0xFD;;;;1;4;;;;;;;
;0xFE;1;1;0;0;;CP n;21;0;n;;;
;0xFF;1;0;0;0;;RST 38H;122;0;38H;;;
